,Book,Chapter,Start Verse,End Verse,Summary
505,EXO,29,1,37,The sacrifice and ceremonies of consecrating the priests and the altar.
506,EXO,29,38,44,The continual burnt offerings.
507,EXO,29,45,46,God's promise to dwell among the children of Israel.
508,EXO,30,1,10,The altar of incense.
509,EXO,30,11,16,The ransom of souls.
510,EXO,30,17,21,The brazen laver.
511,EXO,30,22,33,The holy anointing oil.
512,EXO,30,34,38,The composition of the incense.
513,EXO,31,1,11,Bezaleel and Aholiab are appointed and qualified for the work of the tabernacle.
514,EXO,31,12,17,The observation of the sabbath is again commanded.
515,EXO,31,18.,18,Moses receives the two tables.
516,EXO,32,1,6,"The people, in the absence of Moses, cause Aaron to make a calf."
517,EXO,32,7,14,"God informs Moses, who intercedes for Israel, and prevails."
518,EXO,32,15,18,Moses comes down with the tables.
519,EXO,32,19.,19,He breaks them.
520,EXO,32,20,21,He destroys the calf.
521,EXO,32,22,24,Aaron's excuse for himself.
522,EXO,32,25,29,Moses causes the idolaters to be slain.
523,EXO,32,30,35,He prays for the people.
524,EXO,33,1,3,The Lord refuses to go as he had promised with the people.
525,EXO,33,4,6,The people mourn thereat.
526,EXO,33,7,8,The tabernacle is removed out of the camp.
527,EXO,33,9,11,The Lord talks familiarly with Moses.
528,EXO,33,12,23,"Moses prevails with God, and desires to see his glory."
529,EXO,34,1,4,The tables are renewed.
530,EXO,34,5,7,The name of the LORD proclaimed.
531,EXO,34,8,9,Moses entreats God to go with them.
532,EXO,34,10,27,"God makes a covenant with them, repeating certain duties of the first table."
533,EXO,34,28.,28,"Moses, after forty days in the mount, comes down with the tables."
534,EXO,34,29,35,"His face shines, and he covers it with a vail."
535,EXO,35,1,3,The sabbath.
536,EXO,35,4,19,The free gifts for the tabernacle.
537,EXO,35,20,29,The readiness of the people to offer.
538,EXO,35,30,35,Bezaleel and Aholiab are called to the work.
539,EXO,36,1,3,The offerings are delivered to the workmen.
540,EXO,36,4,7,The liberality of the people is restrained.
541,EXO,36,8,13,The curtains with cherubims.
542,EXO,36,14,18,The curtains of goats' hair.
543,EXO,36,19.,19,The covering of skins.
544,EXO,36,20,30,The boards with their sockets.
545,EXO,36,31,34,The bars.
546,EXO,36,35,36,The vail.
547,EXO,36,37,38,The hanging for the door.
548,EXO,37,1,9,The ark and mercy seat with cherubims made.
549,EXO,37,10,16,The table of shew-bread with its vessels.
550,EXO,37,17,24,The candlestick with its lamps and instruments.
551,EXO,37,25,28,The altar of incense.
552,EXO,37,29.,29,The anointing oil and sweet incense.
553,EXO,38,1,7,The altar of burnt offering.
554,EXO,38,8.,8,The laver of brass.
555,EXO,38,9,20,"The court, and its hangings."
556,EXO,38,21,31,"The sum of what the people offered, and the use to which it was applied."
557,EXO,39,1.,1,The cloths of service and holy garments.
558,EXO,39,2,7,The ephod.
559,EXO,39,8,21,The breast-plate.
560,EXO,39,22,26,The robe of the ephod.
561,EXO,39,27,29,"The coats, mitre, and girdle of fine linen."
562,EXO,39,30,31,The plate of the holy crown.
563,EXO,39,32,43,"All is finished, reviewed, and approved by Moses."
564,EXO,40,1,12,"The tabernacle is commanded to be reared, anointed, and consecrated."
565,EXO,40,13,15,Aaron and his sons to be sanctified.
566,EXO,40,16,33,Moses performs all things accordingly.
567,EXO,40,34,38,A cloud covers the tabernacle.
568,LEV,1,1,2,The law of burnt offerings;
569,LEV,1,3,9,of the herd;
570,LEV,1,10,13,of the flocks;
571,LEV,1,14,17,of the fowls.
572,LEV,2,1,3,"The meat offering of flour with oil and incense,"
573,LEV,2,4.,4,"either baked in the oven,"
574,LEV,2,5,6,"or on a plate,"
575,LEV,2,7,11,or in a frying-pan.
576,LEV,2,12.,12,The first fruits not to be burnt on the altar.
577,LEV,2,13.,13,Salt to be used with every offering.
578,LEV,2,14,16,The offering of first fruits in the ear.
579,LEV,3,1,5,The peace offering of the herd;
580,LEV,3,6.,6,of the flock;
581,LEV,3,7,11,"whether a lamb,"
582,LEV,3,12,16,or a goat.
583,LEV,3,17.,17,A prohibition to eat fat or blood.
584,LEV,4,1,2,The sin offering of ignorance;
585,LEV,4,3,12,for the priest;
586,LEV,4,13,21,for the congregation;
587,LEV,4,22,26,for the ruler;
588,LEV,4,27,35,for any of the people;
589,LEV,5,1.,1,He that sins in concealing his knowledge;
590,LEV,5,2,3,in touching an unclean thing;
591,LEV,5,4,5,or in making an oath.
592,LEV,5,6.,6,"His trespass offering, of the flock;"
593,LEV,5,7,10,of fowls;
594,LEV,5,11,13,or of flour.
595,LEV,5,14,16,The trespass offering in sacrilege;
596,LEV,5,17,19,and in sins of ignorance.
597,LEV,6,1,7,The trespass offering for sins done wittingly.
598,LEV,6,8,13,The law of the burnt offering;
599,LEV,6,14,18,and of the meat offering.
600,LEV,6,19,23,The offering at the consecration of a priest.
601,LEV,6,24,30,The law of the sin offering.
602,LEV,7,1,10,The law of the trespass offering;
603,LEV,7,11.,11,and of the peace offering;
604,LEV,7,12,15,whether it be for a thanksgiving;
605,LEV,7,16,21,"or a vow, or a free will offering."
606,LEV,7,22,27,The fat and the blood are forbidden.
607,LEV,7,28,34,The priests' portion in the peace offerings.
608,LEV,7,35,38,The whole summed up.
609,LEV,8,1,13,Moses consecrates Aaron and his sons.
610,LEV,8,14,17,Their sin offering.
611,LEV,8,18,21,Their burnt offering.
612,LEV,8,22,30,The ram of consecration.
613,LEV,8,31,36,The place and time of their consecration.
614,LEV,9,1,7,"The first offerings of Aaron, for himself and the people."
615,LEV,9,8,11,"The sin offering,"
616,LEV,9,12,14,and the burnt offering for himself.
617,LEV,9,15,22,The offerings for the people.
618,LEV,9,23.,23,Moses and Aaron bless the people.
619,LEV,9,24.,24,"Fire comes from the Lord, upon the altar."
620,LEV,10,1,5,"Nadab and Abihu, for offering strange fire, are burnt by fire."
621,LEV,10,6,7,Aaron and his sons are forbidden to mourn for them.
622,LEV,10,8,11,The priests are forbidden wine when they are to go into the tabernacle.
623,LEV,10,12,15,The law of eating the holy things.
624,LEV,10,16,20,Aaron's excuse for transgressing thereof.
625,LEV,11,1,3,What beasts may;
626,LEV,11,4,8,and what may not be eaten.
627,LEV,11,9,12,What fishes.
628,LEV,11,13,28,What fowls.
629,LEV,11,29,47,The creeping things which are unclean.
630,LEV,12,1,5,The purification of a woman after childbirth.
631,LEV,12,6,8,Her offerings for her purifying.
632,LEV,13,1,59,The laws and tokens whereby the priest is to be guided in discerning the leprosy.
633,LEV,14,1,32,The rites and sacrifices in cleansing the leper.
634,LEV,14,33,47,The signs of leprosy in a house.
635,LEV,14,48,57,The cleansing of that house.
636,LEV,15,1,12,The uncleanness of men in their issues.
637,LEV,15,13,18,The cleansing of them.
638,LEV,15,19,27,The uncleanness of women in their issues.
639,LEV,15,28,33,Their cleansing.
640,LEV,16,1,10,How the high priest must enter into the holy place.
641,LEV,16,11,14,The sin offering for himself.
642,LEV,16,15,19,The sin offering for the people.
643,LEV,16,20,28,The scape-goat.
644,LEV,16,29,34,The yearly feast of the expiations.
645,LEV,17,1,6,The blood of all slain beasts must be offered to the Lord at the door of the tabernacle.
646,LEV,17,7,9,They must not offer to devils.
647,LEV,17,10,14,All eating of blood is forbidden;
648,LEV,17,15,16,"and of all that dies by itself, or is torn."
649,LEV,18,1,30,"Unlawful marriages, and unlawful lusts."
650,LEV,19,1,37,A repetition of sundry laws.
651,LEV,20,1,3,Of him that gives of his seed to Moloch.
652,LEV,20,4,5,Of him that favours such an one.
653,LEV,20,6.,6,Of going to wizards.
654,LEV,20,7,8,Of sanctification.
655,LEV,20,9.,9,Of him that curses his parents.
656,LEV,20,10.,10,Of adultery.
657,LEV,20,11,12,Of incest.
658,LEV,20,13,14,Of sodomy.
659,LEV,20,15,17,Of bestiality.
660,LEV,20,18,21,Of uncleanness.
661,LEV,20,22,26,Obedience is required with holiness.
662,LEV,20,27.,27,Wizards must be put to death.
663,LEV,21,1,5,Of the priests' mourning.
664,LEV,21,6.,6,Of their holiness.
665,LEV,21,7.,7,Of their marriages.
666,LEV,21,8.,8,Of their estimation.
667,LEV,21,9.,9,Of the priest's daughter convicted of whoredom.
668,LEV,21,10,12,Of the high priest's holiness.
669,LEV,21,13,15,Of his marriage.
670,LEV,21,16,24,The priests that have blemishes must not minister in the sanctuary.
671,LEV,22,1,5,The priests in their uncleanness must abstain from the holy things.
672,LEV,22,6,9,How they shall be cleansed.
673,LEV,22,10,16,Who of the priest's house may eat of the holy things.
674,LEV,22,17,25,The sacrifices must be without blemish.
675,LEV,22,26,28,The age of the sacrifice.
676,LEV,22,29,33,The law of eating the sacrifice of thanksgiving.
677,LEV,23,1,2,The feasts of the Lord.
678,LEV,23,3.,3,The sabbath.
679,LEV,23,4,8,The passover.
680,LEV,23,9,14,The sheaf of first-fruits.
681,LEV,23,15,21,The feast of Pentecost.
682,LEV,23,22.,22,Gleanings to be left for the poor.
683,LEV,23,23,25,The feast of trumpets.
684,LEV,23,26,32,The day of atonement.
685,LEV,23,33,44,The feast of tabernacles.
686,LEV,24,1,4,The oil for the lamps.
687,LEV,24,5,9,The shew-bread.
688,LEV,24,10,12,Shelomith's son blasphemeth.
689,LEV,24,13,16,The law of blasphemy.
690,LEV,24,17.,17,Of murder.
691,LEV,24,18,22,Of damage.
692,LEV,24,23.,23,The blasphemer is stoned.
693,LEV,25,1,7,The sabbath of the seventh year.
694,LEV,25,8,13,The jubilee in the fiftieth year.
695,LEV,25,14,17,Of oppression.
696,LEV,25,18,22,A blessing of obedience.
697,LEV,25,23,28,The redemption of land.
698,LEV,25,29,34,Of houses.
699,LEV,25,35,38,Compassion to the poor.
700,LEV,25,39,46,The usage of bondmen.
701,LEV,25,47,55,The redemption of servants.
702,LEV,26,1.,1,Of idolatry.
703,LEV,26,2.,2,Religiousness.
704,LEV,26,3,13,A blessing to them that keep the commandments.
705,LEV,26,14,39,A curse to those that break them.
706,LEV,26,40,46,God promises to remember them that repent.
707,LEV,27,1,2,He that makes a singular vow must be the Lord's.
708,LEV,27,3,8,The estimation of the person;
709,LEV,27,9,13,of a beast given by vow;
710,LEV,27,14,15,of a house;
711,LEV,27,16,27,"of a field, and the redemption thereof."
712,LEV,27,28,29,No devoted thing may be redeemed.
713,LEV,27,30,34,The tithe may not be changed.
714,NUM,1,1,4,God commands Moses to number the people.
715,NUM,1,5,16,The princes of the tribes.
716,NUM,1,17,46,The number of every tribe.
717,NUM,1,47,54,The Levites are exempted for the service of the Lord.
718,NUM,2,1,34,The order of the tribes in their tents.
719,NUM,3,1,4,The sons of Aaron.
720,NUM,3,5,13,The Levites are given to the priests instead of the first-born;
721,NUM,3,14,20,are numbered by their families.
722,NUM,3,21,26,"The families, number, and charge of the Gershonites;"
723,NUM,3,27,32,of the Kohathites;
724,NUM,3,33,37,of the Merarites.
725,NUM,3,38,39,The place and charge of Moses and Aaron.
726,NUM,3,40,43,The first-born are freed by the Levites.
727,NUM,3,44,51,The overplus are redeemed.
728,NUM,4,1,3,"The age at which the Levites were to begin to serve, and the duration of the service."
729,NUM,4,4,15,The duty of the Kohathites.
730,NUM,4,16.,16,The charge of Eleazar.
731,NUM,4,17,20,The office of the priests.
732,NUM,4,21,28,The duty of the Gershonites;
733,NUM,4,29,33,of the Merarites.
734,NUM,4,34,37,The number of the Kohathites;
735,NUM,4,38,41,of the Gershonites
736,NUM,4,42,49,and of the Merarites.
737,NUM,5,1,4,The unclean are removed out of camp.
738,NUM,5,5,10,Restitution is to be made in trespass.
739,NUM,5,11,31,The trial of jealousy.
740,NUM,6,1,12,The law of the Nazarite in the days of his separation;
741,NUM,6,13,21,and after their completion.
742,NUM,6,22,27,The form of blessing the people.
743,NUM,7,1,9,The offering of the princes at the dedication of the tabernacle.
744,NUM,7,10,88,Their several offerings at the dedication of the altar.
745,NUM,7,89.,89,God speaks to Moses from the mercy seat.
746,NUM,8,1,4,How the lamps are to be lighted.
747,NUM,8,5,22,The consecration of the Levites.
748,NUM,8,23,26,The age and time of their service.
749,NUM,9,1,5,The passover is again commanded.
750,NUM,9,6,14,A second passover for the unclean or absent.
751,NUM,9,15,23,The cloud directs the removals and encampments of the Israelites.
752,NUM,10,1,10,The use of the silver trumpets.
753,NUM,10,11,13,The Israelites remove from Sinai to Paran.
754,NUM,10,14,28,The order of their march.
755,NUM,10,29,32,Hobab is entreated by Moses not to leave them.
756,NUM,10,33,36,The blessing of Moses at the removing and resting of the ark.
757,NUM,11,1,3,The burning at Taberah quenched by Moses' prayer.
758,NUM,11,4,9,"The people lust for flesh, and loathe manna."
759,NUM,11,10,15,Moses complains of his charge.
760,NUM,11,16,20,"God promises to divide his burden unto seventy elders, and to give the people flesh for a month."
761,NUM,11,21,30,Moses' faith is staggered.
762,NUM,11,31,35,Quails are given in wrath at Kibroth-hattaavah.
763,NUM,12,1,10,God rebukes the sedition of Miriam and Aaron.
764,NUM,12,11,13,Miriam's leprosy is healed at the prayer of Moses.
765,NUM,12,14,15,God commands her to be shut out of the host.
766,NUM,12,16.,16,The people encamp in the wilderness of Paran.
767,NUM,13,1,16,The names of the men who were sent to search the land.
768,NUM,13,17,20,Their instructions.
769,NUM,13,21,25,Their acts.
770,NUM,13,26,33,Their relation.
771,NUM,14,1,5,The people murmur at the news.
772,NUM,14,6,10,Joshua and Caleb labour to still them.
773,NUM,14,11,12,God threatens them.
774,NUM,14,13,25,"Moses intercedes with God, and obtains pardon."
775,NUM,14,26,35,The murmurers are debarred from entering into the land.
776,NUM,14,36,39,The men who raised the evil report die by a plague.
777,NUM,14,40,45,The people that would invade the land against the will of God are smitten.
778,NUM,15,1,13,"The law of the meat offering, and the drink offering."
779,NUM,15,14,16,The stranger is under the same law.
780,NUM,15,17,21,The law of the first of the dough for an heave offering.
781,NUM,15,22,29,The sacrifice for sins of ignorance.
782,NUM,15,30,31,The punishment of presumption.
783,NUM,15,32,36,He that violated the sabbath is stoned.
784,NUM,15,37,41,The law of fringes.
785,NUM,16,1,22,"The rebellion of Korah, Dathan, and Abiram."
786,NUM,16,23,30,Moses separates the people from the rebels' tents.
787,NUM,16,31,35,"The earth swallows up Korah, and a fire consumes others."
788,NUM,16,36,40,The censers are reserved to holy use.
789,NUM,16,41,45,"Fourteen thousand and seven hundred are slain by a plague, for murmuring against Moses and Aaron."
790,NUM,16,46,50,Aaron by incense stays the plague.
791,NUM,17,1,9,"Aaron,s rod, among all the rods of the tribes, only flourishes."
792,NUM,17,10,13,It is left for a monument against the rebels.
793,NUM,18,1,7,The charge of the priests and Levites.
794,NUM,18,8,20,The priests' portion.
795,NUM,18,21,24,The Levites' portion.
796,NUM,18,25,32,The heave offering to the priests out of the Levites' portion.
797,NUM,19,1,10,The water of separation made of the ashes of a red heifer.
798,NUM,19,11,22,The law for the use of it in purification of the unclean.
799,NUM,20,1.,1,"The children of Israel come to Zin, where Miriam dies."
800,NUM,20,2,6,They murmur for want of water.
801,NUM,20,7,13,"Moses smiting the rock, brings forth water at Meribah."
802,NUM,20,14,21,"Moses at Kadesh desires passage through Edom, which is denied him."
803,NUM,20,22,29,"At mount Hor Aaron resigns his place to Eleazar, and dies."
804,NUM,21,1,3,Israel destroys the Canaanites at Hormah.
805,NUM,21,4,6,The people murmuring are plagued with fiery serpents.
806,NUM,21,7,9,They repenting are healed by a brazen serpent.
807,NUM,21,10,20,Sundry journeys of the Israelites.
808,NUM,21,21,32,"Sihon is overcome,"
809,NUM,21,33,35,and Og.
810,NUM,22,1,14,Balak's first message for Balaam is refused.
811,NUM,22,15,21,His second message obtains him.
812,NUM,22,22,35,"An angel would have slain him, if he had not been saved by his ass."
813,NUM,22,36,41,Balak entertains him.
814,NUM,23,1,6,Balak's sacrifices.
815,NUM,23,7,12,Balaam's parables.
816,NUM,23,13,17,Balak's sacrifices.
817,NUM,23,18,24,Balaam's parables.
818,NUM,23,25,30,Balak's sacrifices.
819,NUM,24,1,9,"Balaam, leaving divinations, prophesies the happiness of Israel."
820,NUM,24,10,14,"Balak, in anger, dismisses him."
821,NUM,24,15,25,"He prophesies of the Star of Jacob, and the destruction of some nations."
822,NUM,25,1,5,Israel at Shittim commit whoredom and idolatry.
823,NUM,25,6,9,Phinehas kills Zimri and Cozbi.
824,NUM,25,10,15,God therefore gives him an everlasting priesthood.
825,NUM,25,16,18,The Midianites are to be vexed.
826,NUM,26,1,51,The sum of all Israel is taken in the plains of Moab.
827,NUM,26,52,56,The law of dividing among them the inheritance of the land.
828,NUM,26,57,62,The families and number of the Levites.
829,NUM,26,63,65,"None was left of them which were numbered at Sinai, but Caleb and Joshua."
830,NUM,27,1,5,The daughters of Zelophehad sue for an inheritance.
831,NUM,27,6,11,The law of inheritances.
832,NUM,27,12,17,"Moses, being told of his death, sues for a successor."
833,NUM,27,18,23,Joshua is appointed to succeed him.
834,NUM,28,1,2,Offerings are to be observed.
835,NUM,28,3,8,The continual burnt offering.
836,NUM,28,9,10,The offering on the sabbath;
837,NUM,28,11,15,on the new moons;
838,NUM,28,16,25,at the passover;
839,NUM,28,26,31,in the day of the first-fruits.
